Plate,Well,Well Position,Omit,Sample Name,Target Name,Task,Reporter,Quencher,CT,Ct Mean,Ct SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,Y-Intercept,R(superscript 2),Slope,Amp Score,Cq Conf,Amp Status,HIGHSD
20240213_3,56,E8,FALSE,Sample 21,MOA,UNKNOWN,VIC,NFQ-MGB,28.58,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.399,0.968,Amp,N
20240213_3,57,E9,FALSE,Sample 21,GACH,UNKNOWN,CY5,NFQ-MGB,30.94,,,309.75,,,TRUE,0.106,TRUE,3,26,,37.974,0.96,-2.825,1.429,0.993,Amp,N
20240213_3,57,E9,FALSE,Sample 21,MOA,UNKNOWN,VIC,NFQ-MGB,28.60,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.395,0.962,Amp,N
20240213_3,58,E10,FALSE,,GACH,STANDARD,CY5,NFQ-MGB,30.61,,,200.00,,,TRUE,0.106,TRUE,3,26,,37.974,0.96,-2.825,1.442,0.995,Amp,Y
20240213_3,58,E10,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,28.39,,,,,,TRUE,0.243,TRUE,3,22,,,,,1.406,0.963,Amp,Y
20240213_3,59,E11,FALSE,,GACH,STANDARD,CY5,NFQ-MGB,30.77,,,200.00,,,TRUE,0.106,TRUE,3,26,,37.974,0.96,-2.825,1.431,0.995,Amp,Y
20240213_3,59,E11,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,28.46,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.403,0.967,Amp,Y
20240213_3,60,E12,FALSE,,GACH,STANDARD,CY5,NFQ-MGB,32.36,,,200.00,,,TRUE,0.106,TRUE,3,28,,37.974,0.96,-2.825,1.415,0.992,Amp,Y
20240213_3,60,E12,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,29.00,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.406,0.963,Amp,Y
20240213_3,61,F1,FALSE,Sample 6,GACH,UNKNOWN,CY5,NFQ-MGB,33.73,,,31.87,,,TRUE,0.106,TRUE,3,28,,37.974,0.96,-2.825,1.39,0.991,Amp,N
20240213_3,61,F1,FALSE,Sample 6,MOA,UNKNOWN,VIC,NFQ-MGB,28.94,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.387,0.966,Amp,N
20240213_3,62,F2,FALSE,Sample 6,GACH,UNKNOWN,CY5,NFQ-MGB,33.03,,,56.06,,,TRUE,0.106,TRUE,3,28,,37.974,0.96,-2.825,1.425,0.991,Amp,N
20240213_3,62,F2,FALSE,Sample 6,MOA,UNKNOWN,VIC,NFQ-MGB,28.65,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.406,0.966,Amp,N
20240213_3,63,F3,FALSE,Sample 6,GACH,UNKNOWN,CY5,NFQ-MGB,33.03,,,56.08,,,TRUE,0.106,TRUE,3,28,,37.974,0.96,-2.825,1.407,0.991,Amp,N
20240213_3,63,F3,FALSE,Sample 6,MOA,UNKNOWN,VIC,NFQ-MGB,28.71,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.396,0.963,Amp,N
20240213_3,64,F4,FALSE,Sample 14,GACH,UNKNOWN,CY5,NFQ-MGB,30.89,,,321.63,,,TRUE,0.106,TRUE,3,26,,37.974,0.96,-2.825,1.432,0.994,Amp,N
20240213_3,64,F4,FALSE,Sample 14,MOA,UNKNOWN,VIC,NFQ-MGB,28.95,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.404,0.967,Amp,N
20240213_3,65,F5,FALSE,Sample 14,GACH,UNKNOWN,CY5,NFQ-MGB,30.27,,,534.47,,,TRUE,0.106,TRUE,3,26,,37.974,0.96,-2.825,1.437,0.994,Amp,N
20240213_3,65,F5,FALSE,Sample 14,MOA,UNKNOWN,VIC,NFQ-MGB,28.53,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.402,0.965,Amp,N
20240213_3,66,F6,FALSE,Sample 14,GACH,UNKNOWN,CY5,NFQ-MGB,30.44,,,466.10,,,TRUE,0.106,TRUE,3,26,,37.974,0.96,-2.825,1.454,0.995,Amp,N
20240213_3,66,F6,FALSE,Sample 14,MOA,UNKNOWN,VIC,NFQ-MGB,28.61,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.412,0.965,Amp,N
20240213_3,67,F7,FALSE,Sample 22,GACH,UNKNOWN,CY5,NFQ-MGB,30.79,,,348.94,,,TRUE,0.106,TRUE,3,26,,37.974,0.96,-2.825,1.455,0.994,Amp,N
20240213_3,67,F7,FALSE,Sample 22,MOA,UNKNOWN,VIC,NFQ-MGB,28.53,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.41,0.968,Amp,N
20240213_3,68,F8,FALSE,Sample 22,GACH,UNKNOWN,CY5,NFQ-MGB,30.80,,,346.61,,,TRUE,0.106,TRUE,3,27,,37.974,0.96,-2.825,1.449,0.995,Amp,N
20240213_3,68,F8,FALSE,Sample 22,MOA,UNKNOWN,VIC,NFQ-MGB,28.45,,,,,,TRUE,0.243,TRUE,3,22,,,,,1.407,0.967,Amp,N
20240213_3,69,F9,FALSE,Sample 22,GACH,UNKNOWN,CY5,NFQ-MGB,30.75,,,361.06,,,TRUE,0.106,TRUE,3,26,,37.974,0.96,-2.825,1.436,0.995,Amp,N
20240213_3,69,F9,FALSE,Sample 22,MOA,UNKNOWN,VIC,NFQ-MGB,28.63,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.401,0.962,Amp,N
20240213_3,70,F10,FALSE,,GACH,STANDARD,CY5,NFQ-MGB,34.23,,,20.00,,,TRUE,0.106,TRUE,3,29,,37.974,0.96,-2.825,1.392,0.988,Amp,Y
20240213_3,70,F10,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,28.35,,,,,,TRUE,0.243,TRUE,3,22,,,,,1.415,0.965,Amp,Y
20240213_3,71,F11,FALSE,,GACH,STANDARD,CY5,NFQ-MGB,34.15,,,20.00,,,TRUE,0.106,TRUE,3,29,,37.974,0.96,-2.825,1.39,0.988,Amp,Y
20240213_3,71,F11,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,28.45,,,,,,TRUE,0.243,TRUE,3,22,,,,,1.41,0.964,Amp,Y
20240213_3,72,F12,FALSE,,GACH,STANDARD,CY5,NFQ-MGB,36.45,,,20.00,,,TRUE,0.106,TRUE,3,31,,37.974,0.96,-2.825,1.207,0.979,Amp,Y
20240213_3,72,F12,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,29.14,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.413,0.965,Amp,Y
20240213_3,73,G1,FALSE,Sample 7,GACH,UNKNOWN,CY5,NFQ-MGB,33.74,,,31.52,,,TRUE,0.106,TRUE,3,29,,37.974,0.96,-2.825,1.388,0.992,Amp,Y
20240213_3,73,G1,FALSE,Sample 7,MOA,UNKNOWN,VIC,NFQ-MGB,28.93,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.385,0.967,Amp,Y
20240213_3,74,G2,FALSE,Sample 7,GACH,UNKNOWN,CY5,NFQ-MGB,33.22,,,48.05,,,TRUE,0.106,TRUE,3,28,,37.974,0.96,-2.825,1.382,0.992,Amp,Y
20240213_3,74,G2,FALSE,Sample 7,MOA,UNKNOWN,VIC,NFQ-MGB,28.68,,,,,,TRUE,0.243,TRUE,3,22,,,,,1.399,0.961,Amp,Y
20240213_3,76,G4,FALSE,Sample 15,GACH,UNKNOWN,CY5,NFQ-MGB,31.16,,,259.04,,,TRUE,0.106,TRUE,3,26,,37.974,0.96,-2.825,1.415,0.992,Amp,N
20240213_3,76,G4,FALSE,Sample 15,MOA,UNKNOWN,VIC,NFQ-MGB,28.61,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.391,0.962,Amp,N
20240213_3,77,G5,FALSE,Sample 15,GACH,UNKNOWN,CY5,NFQ-MGB,30.84,,,335.71,,,TRUE,0.106,TRUE,3,26,,37.974,0.96,-2.825,1.437,0.994,Amp,N
20240213_3,77,G5,FALSE,Sample 15,MOA,UNKNOWN,VIC,NFQ-MGB,28.64,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.399,0.962,Amp,N
20240213_3,78,G6,FALSE,Sample 15,GACH,UNKNOWN,CY5,NFQ-MGB,30.91,,,317.56,,,TRUE,0.106,TRUE,3,26,,37.974,0.96,-2.825,1.436,0.993,Amp,N
20240213_3,78,G6,FALSE,Sample 15,MOA,UNKNOWN,VIC,NFQ-MGB,28.62,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.399,0.966,Amp,N
20240213_3,79,G7,FALSE,Sample 23,GACH,UNKNOWN,CY5,NFQ-MGB,31.94,,,136.55,,,TRUE,0.106,TRUE,3,27,,37.974,0.96,-2.825,1.433,0.995,Amp,N
20240213_3,79,G7,FALSE,Sample 23,MOA,UNKNOWN,VIC,NFQ-MGB,28.76,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.392,0.967,Amp,N
20240213_3,80,G8,FALSE,Sample 23,GACH,UNKNOWN,CY5,NFQ-MGB,31.63,,,176.70,,,TRUE,0.106,TRUE,3,27,,37.974,0.96,-2.825,1.436,0.995,Amp,N
20240213_3,80,G8,FALSE,Sample 23,MOA,UNKNOWN,VIC,NFQ-MGB,28.64,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.396,0.966,Amp,N
20240213_3,81,G9,FALSE,Sample 23,GACH,UNKNOWN,CY5,NFQ-MGB,31.48,,,199.04,,,TRUE,0.106,TRUE,3,27,,37.974,0.96,-2.825,1.428,0.994,Amp,N
20240213_3,81,G9,FALSE,Sample 23,MOA,UNKNOWN,VIC,NFQ-MGB,28.72,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.389,0.968,Amp,N
20240213_3,82,G10,FALSE,Sample 25,GACH,UNKNOWN,CY5,NFQ-MGB,30.47,,,453.85,,,TRUE,0.106,TRUE,3,26,,37.974,0.96,-2.825,1.433,0.995,Amp,Y
20240213_3,82,G10,FALSE,Sample 25,MOA,UNKNOWN,VIC,NFQ-MGB,28.60,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.397,0.966,Amp,Y
20240213_3,83,G11,FALSE,Sample 25,GACH,UNKNOWN,CY5,NFQ-MGB,33.05,,,55.54,,,TRUE,0.106,TRUE,3,29,,37.974,0.96,-2.825,1.405,0.986,Amp,Y
20240213_3,83,G11,FALSE,Sample 25,MOA,UNKNOWN,VIC,NFQ-MGB,30.85,,,,,,TRUE,0.243,TRUE,3,25,,,,,1.388,0.95,Amp,Y
20240213_3,84,G12,FALSE,Sample 25,GACH,UNKNOWN,CY5,NFQ-MGB,32.46,,,89.84,,,TRUE,0.106,TRUE,3,28,,37.974,0.96,-2.825,1.367,0.992,Amp,Y
20240213_3,84,G12,FALSE,Sample 25,MOA,UNKNOWN,VIC,NFQ-MGB,29.25,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.39,0.96,Amp,Y
20240213_3,85,H1,FALSE,Sample 8,GACH,UNKNOWN,CY5,NFQ-MGB,34.72,,,14.24,,,TRUE,0.106,TRUE,3,30,,37.974,0.96,-2.825,1.301,0.987,Amp,Y
20240213_3,85,H1,FALSE,Sample 8,MOA,UNKNOWN,VIC,NFQ-MGB,29.60,,,,,,TRUE,0.243,TRUE,3,24,,,,,1.381,0.962,Amp,Y
20240213_3,86,H2,FALSE,Sample 8,GACH,UNKNOWN,CY5,NFQ-MGB,34.17,,,22.16,,,TRUE,0.106,TRUE,3,30,,37.974,0.96,-2.825,1.372,0.99,Amp,Y
20240213_3,86,H2,FALSE,Sample 8,MOA,UNKNOWN,VIC,NFQ-MGB,29.01,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.407,0.958,Amp,Y
20240213_3,87,H3,FALSE,Sample 8,GACH,UNKNOWN,CY5,NFQ-MGB,33.37,,,42.51,,,TRUE,0.106,TRUE,3,29,,37.974,0.96,-2.825,1.376,0.987,Amp,Y
20240213_3,87,H3,FALSE,Sample 8,MOA,UNKNOWN,VIC,NFQ-MGB,29.00,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.399,0.96,Amp,Y
20240213_3,88,H4,FALSE,Sample 16,GACH,UNKNOWN,CY5,NFQ-MGB,33.96,,,26.28,,,TRUE,0.106,TRUE,3,29,,37.974,0.96,-2.825,1.389,0.99,Amp,N
20240213_3,88,H4,FALSE,Sample 16,MOA,UNKNOWN,VIC,NFQ-MGB,29.19,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.404,0.961,Amp,N
20240213_3,89,H5,FALSE,Sample 16,GACH,UNKNOWN,CY5,NFQ-MGB,33.13,,,52.00,,,TRUE,0.106,TRUE,3,29,,37.974,0.96,-2.825,1.397,0.99,Amp,N
20240213_3,89,H5,FALSE,Sample 16,MOA,UNKNOWN,VIC,NFQ-MGB,29.26,,,,,,TRUE,0.243,TRUE,3,24,,,,,1.396,0.957,Amp,N
20240213_3,90,H6,FALSE,Sample 16,GACH,UNKNOWN,CY5,NFQ-MGB,33.41,,,41.44,,,TRUE,0.106,TRUE,3,29,,37.974,0.96,-2.825,1.385,0.988,Amp,N
20240213_3,90,H6,FALSE,Sample 16,MOA,UNKNOWN,VIC,NFQ-MGB,29.63,,,,,,TRUE,0.243,TRUE,3,24,,,,,1.389,0.954,Amp,N
20240213_3,91,H7,FALSE,Sample 24,GACH,UNKNOWN,CY5,NFQ-MGB,32.44,,,91.27,,,TRUE,0.106,TRUE,3,27,,37.974,0.96,-2.825,1.421,0.992,Amp,Y
20240213_3,91,H7,FALSE,Sample 24,MOA,UNKNOWN,VIC,NFQ-MGB,29.24,,,,,,TRUE,0.243,TRUE,3,24,,,,,1.404,0.96,Amp,Y
20240213_3,93,H9,FALSE,Sample 24,GACH,UNKNOWN,CY5,NFQ-MGB,32.41,,,93.11,,,TRUE,0.106,TRUE,3,28,,37.974,0.96,-2.825,1.409,0.992,Amp,Y
20240213_3,93,H9,FALSE,Sample 24,MOA,UNKNOWN,VIC,NFQ-MGB,29.15,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.397,0.96,Amp,Y
20240213_3,94,H10,FALSE,,GACH,NTC,CY5,NFQ-MGB,Undetermined,,,,,,TRUE,0.106,TRUE,3,39,,37.974,0.96,-2.825,0,0,No Amp,Y
20240213_3,94,H10,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,30.10,,,,,,TRUE,0.243,TRUE,3,24,,,,,1.417,0.959,Amp,Y
20240213_3,95,H11,FALSE,,GACH,NTC,CY5,NFQ-MGB,Undetermined,,,,,,TRUE,0.106,TRUE,3,39,,37.974,0.96,-2.825,0,0,No Amp,Y
20240213_3,95,H11,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,28.69,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.404,0.966,Amp,Y
20240213_3,96,H12,FALSE,,GACH,NTC,CY5,NFQ-MGB,Undetermined,,,,,,TRUE,0.106,TRUE,3,39,,37.974,0.96,-2.825,0,0,No Amp,Y
20240213_3,96,H12,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,33.94,,,,,,TRUE,0.243,TRUE,3,28,,,,,1.405,0.946,Amp,Y
20240213_2,1,A1,FALSE,Sample 1,GACH,UNKNOWN,CY5,NFQ-MGB,30.01,29.87,0.25,906.96,1018.07,198.92,TRUE,0.271,TRUE,3,24,,39.071,0.982,-3.065,1.394,0.987,Amp,N
20240213_2,1,A1,FALSE,Sample 1,MOA,UNKNOWN,VIC,NFQ-MGB,29.38,29.28,0.09,,,,TRUE,0.259,TRUE,3,24,,,,,1.345,0.963,Amp,N
20240213_2,2,A2,FALSE,Sample 1,GACH,UNKNOWN,CY5,NFQ-MGB,30.02,29.87,0.25,899.53,1018.07,198.92,TRUE,0.271,TRUE,3,24,,39.071,0.982,-3.065,1.389,0.985,Amp,N
20240213_2,2,A2,FALSE,Sample 1,MOA,UNKNOWN,VIC,NFQ-MGB,29.23,29.28,0.09,,,,TRUE,0.259,TRUE,3,23,,,,,1.341,0.963,Amp,N
20240213_2,3,A3,FALSE,Sample 1,GACH,UNKNOWN,CY5,NFQ-MGB,29.58,29.87,0.25,1247.72,1018.07,198.92,TRUE,0.271,TRUE,3,23,,39.071,0.982,-3.065,1.402,0.991,Amp,N
20240213_2,3,A3,FALSE,Sample 1,MOA,UNKNOWN,VIC,NFQ-MGB,29.22,29.28,0.09,,,,TRUE,0.259,TRUE,3,23,,,,,1.343,0.96,Amp,N
20240213_2,4,A4,FALSE,Sample 9,GACH,UNKNOWN,CY5,NFQ-MGB,33.53,33.56,0.44,64.09,65.05,20.98,TRUE,0.271,TRUE,3,27,,39.071,0.982,-3.065,1.4,0.987,Amp,N
20240213_2,4,A4,FALSE,Sample 9,MOA,UNKNOWN,VIC,NFQ-MGB,29.43,29.33,0.09,,,,TRUE,0.259,TRUE,3,23,,,,,1.366,0.967,Amp,N
20240213_2,5,A5,FALSE,Sample 9,GACH,UNKNOWN,CY5,NFQ-MGB,33.13,33.56,0.44,86.49,65.05,20.98,TRUE,0.271,TRUE,3,27,,39.071,0.982,-3.065,1.409,0.984,Amp,N
20240213_2,5,A5,FALSE,Sample 9,MOA,UNKNOWN,VIC,NFQ-MGB,29.25,29.33,0.09,,,,TRUE,0.259,TRUE,3,23,,,,,1.354,0.964,Amp,N
20240213_2,6,A6,FALSE,Sample 9,GACH,UNKNOWN,CY5,NFQ-MGB,34.02,33.56,0.44,44.57,65.05,20.98,TRUE,0.271,TRUE,3,27,,39.071,0.982,-3.065,1.397,0.983,Amp,N
20240213_2,6,A6,FALSE,Sample 9,MOA,UNKNOWN,VIC,NFQ-MGB,29.33,29.33,0.09,,,,TRUE,0.259,TRUE,3,23,,,,,1.379,0.964,Amp,N
20240213_2,7,A7,FALSE,Sample 17,GACH,UNKNOWN,CY5,NFQ-MGB,29.94,29.75,0.28,950.49,1112.68,229.38,TRUE,0.271,TRUE,3,24,,39.071,0.982,-3.065,1.408,0.992,Amp,N
20240213_2,7,A7,FALSE,Sample 17,MOA,UNKNOWN,VIC,NFQ-MGB,29.15,29.11,0.06,,,,TRUE,0.259,TRUE,3,23,,,,,1.358,0.964,Amp,N
20240213_2,8,A8,FALSE,Sample 17,GACH,UNKNOWN,CY5,NFQ-MGB,29.55,29.75,0.28,1274.88,1112.68,229.38,TRUE,0.271,TRUE,3,23,,39.071,0.982,-3.065,1.424,0.99,Amp,N
20240213_2,8,A8,FALSE,Sample 17,MOA,UNKNOWN,VIC,NFQ-MGB,29.07,29.11,0.06,,,,TRUE,0.259,TRUE,3,23,,,,,1.358,0.963,Amp,N
20240213_2,10,A10,FALSE,,GACH,STANDARD,CY5,NFQ-MGB,18.95,19.79,0.97,2000000.00,,,TRUE,0.271,TRUE,3,13,,39.071,0.982,-3.065,1.421,0.991,Amp,Y
20240213_2,10,A10,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,28.89,29.33,0.43,,,,TRUE,0.259,TRUE,3,23,,,,,1.353,0.965,Amp,Y
20240213_2,11,A11,FALSE,,GACH,STANDARD,CY5,NFQ-MGB,19.58,19.79,0.97,2000000.00,,,TRUE,0.271,TRUE,3,14,,39.071,0.982,-3.065,1.391,0.992,Amp,Y
20240213_2,11,A11,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,29.36,29.33,0.43,,,,TRUE,0.259,TRUE,3,23,,,,,1.329,0.962,Amp,Y
20240213_2,12,A12,FALSE,,GACH,STANDARD,CY5,NFQ-MGB,20.86,19.79,0.97,2000000.00,,,TRUE,0.271,TRUE,3,15,,39.071,0.982,-3.065,1.388,0.992,Amp,Y
20240213_2,12,A12,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,29.75,29.33,0.43,,,,TRUE,0.259,TRUE,3,23,,,,,1.354,0.962,Amp,Y
20240213_2,13,B1,FALSE,Sample 2,GACH,UNKNOWN,CY5,NFQ-MGB,32.15,31.95,0.18,181.06,212.11,27.18,TRUE,0.271,TRUE,3,26,,39.071,0.982,-3.065,1.399,0.987,Amp,N
20240213_2,13,B1,FALSE,Sample 2,MOA,UNKNOWN,VIC,NFQ-MGB,28.94,28.85,0.08,,,,TRUE,0.259,TRUE,3,23,,,,,1.366,0.963,Amp,N
20240213_2,14,B2,FALSE,Sample 2,GACH,UNKNOWN,CY5,NFQ-MGB,31.87,31.95,0.18,223.69,212.11,27.18,TRUE,0.271,TRUE,3,25,,39.071,0.982,-3.065,1.406,0.99,Amp,N
20240213_2,14,B2,FALSE,Sample 2,MOA,UNKNOWN,VIC,NFQ-MGB,28.78,28.85,0.08,,,,TRUE,0.259,TRUE,3,23,,,,,1.377,0.962,Amp,N
20240213_2,15,B3,FALSE,Sample 2,GACH,UNKNOWN,CY5,NFQ-MGB,31.82,31.95,0.18,231.57,212.11,27.18,TRUE,0.271,TRUE,3,26,,39.071,0.982,-3.065,1.412,0.991,Amp,N
20240213_2,15,B3,FALSE,Sample 2,MOA,UNKNOWN,VIC,NFQ-MGB,28.83,28.85,0.08,,,,TRUE,0.259,TRUE,3,23,,,,,1.378,0.967,Amp,N
20240213_2,16,B4,FALSE,Sample 10,GACH,UNKNOWN,CY5,NFQ-MGB,30.72,30.69,0.04,532.10,543.49,16.95,TRUE,0.271,TRUE,3,24,,39.071,0.982,-3.065,1.414,0.99,Amp,N
20240213_2,16,B4,FALSE,Sample 10,MOA,UNKNOWN,VIC,NFQ-MGB,28.83,28.81,0.08,,,,TRUE,0.259,TRUE,3,23,,,,,1.372,0.963,Amp,N
20240213_2,17,B5,FALSE,Sample 10,GACH,UNKNOWN,CY5,NFQ-MGB,30.71,30.69,0.04,535.40,543.49,16.95,TRUE,0.271,TRUE,3,24,,39.071,0.982,-3.065,1.415,0.992,Amp,N
20240213_2,17,B5,FALSE,Sample 10,MOA,UNKNOWN,VIC,NFQ-MGB,28.72,28.81,0.08,,,,TRUE,0.259,TRUE,3,23,,,,,1.37,0.964,Amp,N
20240213_2,18,B6,FALSE,Sample 10,GACH,UNKNOWN,CY5,NFQ-MGB,30.64,30.69,0.04,562.97,543.49,16.95,TRUE,0.271,TRUE,3,25,,39.071,0.982,-3.065,1.419,0.991,Amp,N
20240213_2,18,B6,FALSE,Sample 10,MOA,UNKNOWN,VIC,NFQ-MGB,28.87,28.81,0.08,,,,TRUE,0.259,TRUE,3,23,,,,,1.363,0.964,Amp,N
20240213_2,20,B8,FALSE,Sample 18,GACH,UNKNOWN,CY5,NFQ-MGB,32.22,32.21,0.01,172.55,173.26,1.00,TRUE,0.271,TRUE,3,26,,39.071,0.982,-3.065,1.418,0.988,Amp,N
20240213_2,20,B8,FALSE,Sample 18,MOA,UNKNOWN,VIC,NFQ-MGB,28.96,28.96,0.00,,,,TRUE,0.259,TRUE,3,23,,,,,1.373,0.965,Amp,N
20240213_2,21,B9,FALSE,Sample 18,GACH,UNKNOWN,CY5,NFQ-MGB,32.20,32.21,0.01,173.97,173.26,1.00,TRUE,0.271,TRUE,3,26,,39.071,0.982,-3.065,1.413,0.987,Amp,N
20240213_2,21,B9,FALSE,Sample 18,MOA,UNKNOWN,VIC,NFQ-MGB,28.96,28.96,0.00,,,,TRUE,0.259,TRUE,3,23,,,,,1.371,0.968,Amp,N
20240213_2,22,B10,FALSE,,GACH,STANDARD,CY5,NFQ-MGB,22.95,23.05,0.72,200000.00,,,TRUE,0.271,TRUE,3,17,,39.071,0.982,-3.065,1.427,0.993,Amp,Y
20240213_2,22,B10,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,29.02,29.12,0.42,,,,TRUE,0.259,TRUE,3,23,,,,,1.361,0.959,Amp,Y
20240213_2,23,B11,FALSE,,GACH,STANDARD,CY5,NFQ-MGB,22.38,23.05,0.72,200000.00,,,TRUE,0.271,TRUE,3,16,,39.071,0.982,-3.065,1.414,0.992,Amp,Y
20240213_2,23,B11,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,28.76,29.12,0.42,,,,TRUE,0.259,TRUE,3,23,,,,,1.363,0.963,Amp,Y
20240213_2,24,B12,FALSE,,GACH,STANDARD,CY5,NFQ-MGB,23.81,23.05,0.72,200000.00,,,TRUE,0.271,TRUE,3,18,,39.071,0.982,-3.065,1.397,0.992,Amp,Y
20240213_2,24,B12,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,29.58,29.12,0.42,,,,TRUE,0.259,TRUE,3,23,,,,,1.35,0.961,Amp,Y
20240213_2,25,C1,FALSE,Sample 3,GACH,UNKNOWN,CY5,NFQ-MGB,31.53,31.38,0.13,289.57,325.35,31.49,TRUE,0.271,TRUE,3,26,,39.071,0.982,-3.065,1.41,0.989,Amp,N
20240213_2,25,C1,FALSE,Sample 3,MOA,UNKNOWN,VIC,NFQ-MGB,28.73,28.65,0.11,,,,TRUE,0.259,TRUE,3,23,,,,,1.376,0.96,Amp,N
20240213_2,26,C2,FALSE,Sample 3,GACH,UNKNOWN,CY5,NFQ-MGB,31.32,31.38,0.13,337.67,325.35,31.49,TRUE,0.271,TRUE,3,25,,39.071,0.982,-3.065,1.433,0.99,Amp,N
20240213_2,26,C2,FALSE,Sample 3,MOA,UNKNOWN,VIC,NFQ-MGB,28.53,28.65,0.11,,,,TRUE,0.259,TRUE,3,23,,,,,1.395,0.964,Amp,N
20240213_2,27,C3,FALSE,Sample 3,GACH,UNKNOWN,CY5,NFQ-MGB,31.28,31.38,0.13,348.83,325.35,31.49,TRUE,0.271,TRUE,3,25,,39.071,0.982,-3.065,1.427,0.988,Amp,N
20240213_2,27,C3,FALSE,Sample 3,MOA,UNKNOWN,VIC,NFQ-MGB,28.71,28.65,0.11,,,,TRUE,0.259,TRUE,3,23,,,,,1.388,0.961,Amp,N
20240213_2,28,C4,FALSE,Sample 11,GACH,UNKNOWN,CY5,NFQ-MGB,30.45,30.48,0.03,649.83,633.57,16.19,TRUE,0.271,TRUE,3,24,,39.071,0.982,-3.065,1.441,0.991,Amp,N
20240213_2,28,C4,FALSE,Sample 11,MOA,UNKNOWN,VIC,NFQ-MGB,28.64,28.67,0.04,,,,TRUE,0.259,TRUE,3,23,,,,,1.39,0.968,Amp,N
20240213_2,29,C5,FALSE,Sample 11,GACH,UNKNOWN,CY5,NFQ-MGB,30.48,30.48,0.03,633.41,633.57,16.19,TRUE,0.271,TRUE,3,24,,39.071,0.982,-3.065,1.438,0.991,Amp,N
20240213_2,29,C5,FALSE,Sample 11,MOA,UNKNOWN,VIC,NFQ-MGB,28.65,28.67,0.04,,,,TRUE,0.259,TRUE,3,23,,,,,1.384,0.966,Amp,N
20240213_2,30,C6,FALSE,Sample 11,GACH,UNKNOWN,CY5,NFQ-MGB,30.52,30.48,0.03,617.46,633.57,16.19,TRUE,0.271,TRUE,3,25,,39.071,0.982,-3.065,1.439,0.992,Amp,N
20240213_2,30,C6,FALSE,Sample 11,MOA,UNKNOWN,VIC,NFQ-MGB,28.71,28.67,0.04,,,,TRUE,0.259,TRUE,3,23,,,,,1.382,0.967,Amp,N
20240213_2,31,C7,FALSE,Sample 19,GACH,UNKNOWN,CY5,NFQ-MGB,31.65,31.68,0.10,264.65,257.69,18.59,TRUE,0.271,TRUE,3,25,,39.071,0.982,-3.065,1.435,0.99,Amp,N
20240213_2,31,C7,FALSE,Sample 19,MOA,UNKNOWN,VIC,NFQ-MGB,28.74,28.68,0.10,,,,TRUE,0.259,TRUE,3,23,,,,,1.387,0.963,Amp,N
20240213_2,32,C8,FALSE,Sample 19,GACH,UNKNOWN,CY5,NFQ-MGB,31.61,31.68,0.10,271.81,257.69,18.59,TRUE,0.271,TRUE,3,25,,39.071,0.982,-3.065,1.433,0.989,Amp,N
